"","Country.Name","Country.Code","Indicator.Code","Indicator.Description","X1960","X1961","X1962","X1963","X1964","X1965","X1966","X1967","X1968","X1969","X1970","X1971","X1972","X1973","X1974","X1975","X1976","X1977","X1978","X1979","X1980","X1981","X1982","X1983","X1984","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020"
"853","China","CHN","i853","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","China","CHN","i854","Trained teachers in upper secondary education, female (% of female teachers)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","China","CHN","i855","Secondary education, vocational pupils (% female)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.05893,31.00521,31.82154,35.29767,36.2833,39.03882,39.48422,35.76734,42.57386,42.50981,43.20153,37.68776,38.39105,38.81109,39.44805,45.12688,46.11326,47.16836,45.63304,NA,NA,NA,NA,NA,48.10345,NA,NA,51.05769,50.46374,50.16955,50.03688,45.24974,45.12883,45.18861,45.53823,45.37029,45.42252,44.40042,43.74183,42.7632,NA,NA
"856","China","CHN","i856","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.79928017,NA,NA,NA,NA,NA,NA,NA,36.40000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.26036072,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.32292175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","China","CHN","i857","Primary education, teachers (% female)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3966713,35.72005844,36.29637146,33.25770187,38.55720901,37.83007813,36.59185028,37.07859039,36.32550812,36.28237915,37.00548935,38.98986816,39.5755806,40.376091,40.95291901,41.52473068,42.57188034,43.15446091,43.79190826,44.48566055,45.15634918,45.7971611,46.61040878,47.40134811,48.283741,NA,NA,50.6329689,NA,52.90983963,NA,NA,55.1762619,55.54114914,56.11091995,56.75849915,57.55411148,58.36159897,58.99433899,59.87717819,60.97637939,62.59738922,63.99850845,65.62148285,67.3967514,68.97296143,70.23269653
"858","China","CHN","i858","Over-age students, primary, male (% of male enrollment)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.43709,NA,22.26885,21.03414,19.5033,18.57707,17.0036,15.75771,15.20926,13.55078,12.0794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","China","CHN","i859","Primary education, pupils",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100668000,105280000,112112000,125492000,135704000,144814000,150940992,150055008,146176000,146240000,146629408,146270000,143328000,139720400,135780400,135571200,133701800,131825000,128358496,125357800,123731000,122413800,121641504,122012800,124212400,128226232,131951480,136150048,139953696,NA,NA,130132544,NA,NA,NA,NA,108925224,107394752,105950504,103617064,101018624,99707840,99540480,98870816,95107120,95958040,98189336,100321024,101872976,104325248,106250528
"860","China","CHN","i860","Preprimary education, duration (years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"861","China","CHN","i861","Coverage of social insurance programs in 3rd quintile (% of population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.91415763,NA,NA,NA,NA,NA,NA,NA
"862","China","CHN","i862","Coverage of unemployment benefits and ALMP in 3rd quintile (% of population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","China","CHN","i863","Net secondary income (Net current transfers from abroad) (current LCU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1273320000,1333710000,1237600000,714420000,1304100000,999040000,2036340000,1882140000,1433020000,4764200000,7357350000,9400963600,11523201900,11974903800,17700931800,42635767800,35421682300,40923486300,52247507300,70291724600,1.07472e+11,1.44425e+11,1.89524e+11,1.95561e+11,2.23793e+11,2.82256e+11,2.99878e+11,2.16274e+11,2.7513e+11,1.59464e+11,21682797000,-53979920400,8819502500,-79376652200,-63680387300,-80360168000,-13334056400,70647161700,64541783100
"864","China","CHN","i864","GNI per capita (constant 2015 US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500.899948,1634.258404,1771.261299,1884.338555,2015.826266,2171.518557,2330.36921,2535.026499,2781.797188,3054.475828,3368.277458,3793.957575,4328.542625,4740.199335,5120.41885,5622.763963,6099.434951,6593.431907,7029.691454,7584.225585,8036.466082,8538.406758,9110.156149,9636.41037,10204.39603,NA
"865","China","CHN","i865","Total natural resources rents (% of GDP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.837845031,0.816099875,0.966467956,1.842468418,4.858253885,7.178830596,8.992150254,9.398052119,10.91405174,16.5273405,19.22440218,19.19179892,16.48589342,12.33744913,10.10025113,9.500473527,5.551765698,6.153548043,6.097593903,6.813154951,8.258298994,5.823481997,5.110135827,4.241628283,3.22160643,3.200209643,2.983032064,2.389022419,1.744109345,1.813186462,2.594914385,2.483242715,1.873675131,1.953392947,4.661952315,5.040991497,5.504678377,6.376429083,9.70533288,3.986165213,6.299079306,7.677050698,4.15320528,3.025345083,2.3143879,1.182763884,1.047272542,1.332432187,1.467764879,1.255054677,NA
"866","China","CHN","i866","GDP (current LCU)",1.4701e+11,1.2323e+11,1.1622e+11,1.2483e+11,1.4699e+11,1.734e+11,1.8887e+11,1.7942e+11,1.7441e+11,1.9622e+11,2.2797e+11,2.4569e+11,2.5524e+11,2.7562e+11,2.8277e+11,3.0395e+11,2.9886e+11,3.25e+11,3.6787e+11,4.10045e+11,4.58758e+11,4.93583e+11,5.37335e+11,6.02092e+11,7.2785e+11,9.09895e+11,1.03762e+12,1.21746e+12,1.51804e+12,1.71797e+12,1.88729e+12,2.20056e+12,2.71945e+12,3.56732e+12,4.86375e+12,6.13399e+12,7.18136e+12,7.9715e+12,8.51955e+12,9.05644e+12,1.0028e+13,1.10863e+13,1.21717e+13,1.37422e+13,1.6184e+13,1.87319e+13,2.19438e+13,2.70092e+13,3.19245e+13,3.48518e+13,4.12119e+13,4.8794e+13,5.3858e+13,5.92963e+13,6.43563e+13,6.88858e+13,7.46395e+13,8.32036e+13,9.19281e+13,9.86515e+13,1.01599e+14
"867","China","CHN","i867","Adjusted net savings, excluding particulate emission damage (% of GNI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.463492449,11.0251632,14.12705722,16.05247835,17.41101984,17.05433637,19.00188551,16.05998169,15.30736661,18.47164667,21.39339862,21.32632338,22.80369558,22.14251704,21.61513112,23.07820493,22.11992072,20.18480704,18.98691704,21.33956099,23.19419454,25.93859822,27.50082743,27.28585186,28.74055013,30.78037,30.19103528,31.96322774,30.71696074,26.18621789,27.37161654,26.49928524,26.74554907,25.48074267,25.3677802,26.5899084,25.84359852,24.97675147,NA
"868","China","CHN","i868","Adjusted savings: energy depletion (% of GNI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00948931,0.082048957,0.143195691,0.27915048,2.13568404,3.601416605,4.532688885,4.791241595,5.930851285,9.904867878,11.32148179,11.03264244,8.967682279,6.862137096,5.83416013,5.503988764,2.851922595,3.444373227,2.770934817,3.81017051,4.888393026,2.909157284,2.556592684,2.138643962,1.529396406,1.525337386,1.582065138,1.255119429,0.652821571,0.953879892,1.738533602,1.514412464,1.167781354,1.20336098,2.664102678,2.833699532,2.795439684,2.585524223,4.258423393,1.714675855,2.488591329,3.154770784,2.026673983,1.508641535,1.185555213,0.554634535,0.461154063,0.585616731,0.719562932,0.574157574,NA
"869","China","CHN","i869","Services, value added (current LCU)",4.768e+10,3.977e+10,3.451e+10,3.379e+10,3.916e+10,4.744e+10,4.711e+10,4.72e+10,4.753e+10,5.31e+10,5.683e+10,6.006e+10,6.333e+10,6.684e+10,6.827e+10,6.896e+10,6.756e+10,7.901e+10,90512493980,91614785060,1.02341e+11,1.12113e+11,1.21404e+11,1.39705e+11,1.85815e+11,2.67084e+11,3.09698e+11,3.6963e+11,4.74201e+11,5.65083e+11,6.11156e+11,7.58722e+11,9.66923e+11,1.2313e+12,1.67131e+12,2.06427e+12,2.4108e+12,2.79048e+12,3.15593e+12,3.49355e+12,3.98991e+12,4.57012e+12,5.14231e+12,5.7756e+12,6.66509e+12,7.743e+12,9.17622e+12,1.15788e+13,1.36828e+13,1.54765e+13,1.82062e+13,2.16124e+13,2.44856e+13,2.77984e+13,3.10654e+13,3.49745e+13,3.90828e+13,4.38356e+13,4.89701e+13,5.35371e+13,5.53977e+13
"870","China","CHN","i870","Manufacturing, value added (constant LCU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","China","CHN","i871","External balance on goods and services (% of GDP)",-0.12244065,0.381400633,1.144381346,1.145557959,0.904823457,0.44982699,0.259437708,0.300969792,0.384152285,0.642136378,0.030705795,0.655297326,0.740479549,0.482548436,-0.473883368,-0.144760651,0.184032657,0.212307692,-0.538233246,-0.760891416,-0.601624244,-0.002026001,2.34629043,1.114498354,0.020773504,-4.039251559,-2.45712418,0.10660396,-1.300128955,-1.417036436,2.956288231,3.026032187,1.170722897,-2.651488768,1.303682152,1.627940129,2.031845638,4.453311561,4.259946895,2.800825585,2.376350845,2.096932213,2.542087714,2.157525069,2.617150941,5.451822266,7.591167201,8.676233581,7.592712691,4.314841499,3.653587778,2.395474104,2.717522082,2.454133296,2.11490586,3.24399043,2.27434509,1.752140736,0.7679635,1.155372341,2.486934641
"872","China","CHN","i872","Changes in inventories (constant LCU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","China","CHN","i873","Exports of goods and services (current US$)",2571289301,1937606629,1913234219,2031034203,2250385896,2563165164,2680965147,2388496222,2339751401,2429116906,2307254854,2782516858,3692485858,5876143561,7107893127,7688998817,6943442876,7519646894,6813008130,9204347826,1.13e+10,14587301587,22600124795,21956304449,24764305081,25801403274,26202580690,34072853910,44923701330,41190793490,49129758920,55542659164,66847400126,74280328750,1.04607e+11,1.31859e+11,1.54812e+11,1.87447e+11,1.8875e+11,1.98699e+11,2.53092e+11,2.7206e+11,3.33002e+11,4.47958e+11,6.07357e+11,7.73339e+11,9.91731e+11,1.25806e+12,1.49787e+12,1.26266e+12,1.65482e+12,2.0063e+12,2.17508e+12,2.35425e+12,2.46284e+12,2.36209e+12,2.19997e+12,2.4242e+12,2.65559e+12,2.64127e+12,2.72325e+12
"874","China","CHN","i874","Households and NPISHs Final consumption expenditure per capita growth (annual %)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.41360608,4.864771393,5.746311107,8.395110647,10.71448496,6.210624989,8.398476882,5.499822936,7.446411018,10.37357475,9.603388062,13.18348633,8.227093966,9.445719954,11.06102682,14.4969977,8.67449431,8.326860136,8.643041013,8.152181368,8.348709343,8.924341906,7.828691924,6.052875693,NA
"875","China","CHN","i875","Military expenditure (% of GDP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.447101315,2.454016116,2.311243412,2.449542068,1.928066874,1.693479599,1.686233887,1.65272667,1.632650673,1.655080691,1.871465914,1.830343718,1.976185991,2.049686062,1.983406274,1.927764976,1.85334244,1.85464884,1.739812859,1.712334361,1.886133152,1.73947515,1.665576053,1.693368163,1.702855096,1.728689068,1.750717767,1.770695719,1.74645507,1.739533683,1.727827863,1.749795773
"876","China","CHN","i876","Secure Internet servers (per 1 million people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.199068554,1.957399954,3.775833923,5.156256907,9.759065288,19.68247254,47.91156662,209.120056,446.7068276,734.975299,954.5385818
"877","China","CHN","i877","Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,50,55,65,NA
"878","China","CHN","i878","CPIA social protection rating (1=low to 6=high)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","China","CHN","i879","Trademark applications, resident, by count",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527620,593407,669284,605013,590590,741811,973588,1273901,1502680,1733457,2140067,2699251,3526953,5539085,7127191,7582457,NA
"880","China","CHN","i880","Investment in energy with private participation (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2e+07,NA,4e+09,NA,NA,542600000,NA,NA,1.881e+09,2.197e+09,1048100000,987370000,2859100000,5946335000,3.026e+09,4347800000,846800000,997130000,1351330000,4678850000,1390490000,1678120000,1197580000,2214040000,678770000,2.992e+09,421470000,2671140000,3182820000,3691600000,1647500000,3186650000,3386891000,2950270000,265510000,9710000,838180000
"881","China","CHN","i881","Time required to start a business (days)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,29.3,29.3,26.9,22.9,8.5,8.5,NA
"882","China","CHN","i882","Firms that spend on R&D (% of firms)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7,NA,NA,NA,NA,NA,NA,NA,NA
"883","China","CHN","i883","Cost to export, documentary compliance (US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.6,84.6,84.6,84.6,73.6,73.6,NA
"884","China","CHN","i884","Human capital index (HCI), female, upper bound (scale 0-1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.683,0.667152405,NA,0.67195797
"885","China","CHN","i885","Interest payments (% of revenue)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.348703239,4.350642012,2.197387128,3.430663323,3.248708066,3.259954317,3.318777802,3.434463147,3.564002591,2.557567567,3.237969553,2.920954581,3.111301447,2.762214482,NA,NA
"886","China","CHN","i886","Customs and other import duties (current LCU)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07998e+11,1.1575e+11,1.45077e+11,1.7901e+11,1.5076e+11,2.05446e+11,2.58888e+11,2.82491e+11,2.67416e+11,2.88864e+11,2.60781e+11,2.65177e+11,3.04825e+11,2.89756e+11,NA,NA
"887","China","CHN","i887","Net incurrence of liabilities, total (% of GDP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","China","CHN","i888","Domestic credit to private sector (% of GDP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.17846154,50.28947,49.74083756,52.62686281,56.01283696,56.80441294,56.98626893,60.72128322,66.1922673,75.97419675,78.0370949,73.98362365,77.13328992,86.20046136,88.36239345,86.37288169,96.90263442,85.88258577,84.2060507,89.45558158,96.72581944,105.1932233,110.3835246,111.1229709,110.0445907,117.4986986,125.6714326,118.636103,111.8429248,109.1583872,105.7875085,102.0035662,124.4080089,126.5794942,123.0959272,128.922639,134.3192514,140.236887,152.5944998,156.2299435,154.8950517,157.8120786,165.39037,182.4326259
"889","China","CHN","i889","Claims on private sector (annual growth as % of broad money)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.74976701,21.31055412,28.21961139,20.96822452,14.54214492,16.71889482,36.43836626,44.55189662,38.16283411,25.47805815,21.74453967,21.04018913,26.48269567,21.63343981,21.74322137,45.54389513,20.18676711,21.05868888,20.72550973,16.90476284,13.6226933,9.803182282,9.472839441,7.770360494,13.43728704,16.77384032,9.146657535,7.219551787,10.61175192,13.36457143,9.89409363,22.7168946,14.43312757,10.88046091,11.00493244,10.48220506,9.58397616,12.10110183,8.255019203,7.915139107,9.664440469,10.08766004,11.36621956
"890","China","CHN","i890","Automated teller machines (ATMs) (per 100,000 adults)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.620644765,11.99594266,15.6203831,19.89340013,24.91375211,30.47372956,37.6899798,46.85523812,55.05366898,77.13270131,81.74356414,84.42951532,97.11898812,95.54699675,87.87694197
"891","China","CHN","i891","Aquaculture production (metric tons)",958506,777762,741121,856931,1017083,1159540,1320775,1315911,1306208,1513849,1480670,1790968,1987611,1823366,1975622,2157727,2106125,2788044,2987334,2901626,3105342,3033775,3258008,3657489,4271240,5026016,5606227,6325967,7376299,8101298,8392965,9695110,12185159,15221669,18213586,21152498,23465788,23747400,25671892,28000956,29749708,31102502,33160272,34891716,37172412,38943268,40911092,42530160,44072888,46062876,47789756,49147608,52082584,55029056,57320504,59368940,62318376,64358480,66135060,NA,NA
"892","China","CHN","i892","CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.458848712,6.577095637,6.710718171,6.761937167,6.504483673,6.390366844,6.285040565,6.027934508,6.032346326,5.789705235,6.446215198,6.378899258,6.295792479,6.34787282,5.991917278,6.071491254,5.810840345,5.708158423,5.377697666,6.095551895,5.948837528,5.472985707,5.247385358,5.471288017,4.77506685,3.103315008,4.074176013,4.23877134,4.58109767,2.605469509,2.65118574,2.729820147,2.738475357,2.669012027,2.627428804,2.470538891,2.280565875,2.233493935,2.177276227,2.037874414,1.949675133,2.01845036,2.078881226,2.074621215,NA,NA,NA,NA,NA,NA
"893","China","CHN","i893","Nitrous oxide emissions (thousand metric tons of CO2 equivalent)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139154.97,141874.29,148863.86,158473.86,154280.49,166425.05,173203.82,190822.36,209298.36,222217.3,237185.34,233575.7,241870.06,260209.66,270793.99,263144.43,269658.77,300178.58,316382.9,324573.1,312810,319570,324780,315420,328610,370950,396540,368670,377470,393760,386080,388460,406210,407630,420330,428090,439850,448440,464100,475600,486770,493000,503970,515990,528020,542900,546990,542100,538790,NA,NA
"894","China","CHN","i894","CO2 emissions from solid fuel consumption (% of total)",95.9348257,94.71736964,93.61962577,93.07570872,91.98405371,91.04461514,89.93168077,88.61558776,88.08551901,86.89443124,86.3654941,84.07512758,82.80054951,80.98620345,78.61591336,79.2052111,76.16928005,76.27398027,76.48650614,76.82925633,76.58051471,77.56955041,79.09319373,79.35825325,80.19073404,80.63898979,80.17255894,80.17882717,79.94286324,79.79141767,91.02507159,89.11508138,87.52240888,84.3784672,86.20203003,83.37005397,86.87385359,83.47665623,75.70179161,75.58873314,71.72026916,68.92587507,73.02532779,75.27241835,74.94252216,76.09419483,76.32865822,71.24770038,79.69641331,72.76236662,77.61191904,78.848612,78.36729125,75.47377043,75.10046715,73.98380452,70.8318049,NA,NA,NA,NA
"895","China","CHN","i895","Fossil fuel energy consumption (% of total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.89934276,60.85957398,61.32466204,61.43695949,64.43581417,65.07885894,67.4793439,69.63723212,69.65960607,69.07472949,68.38124887,68.8731857,69.60648101,71.16390607,71.56748106,72.22460589,73.23571056,74.23521668,74.31739395,75.70916065,74.8319676,75.43198361,76.46878729,77.04504013,78.42785838,78.98587561,78.93511417,78.99403588,79.4000084,79.84135584,80.19740227,81.20212523,83.22975774,84.79645465,85.872736,86.82834222,87.40785733,87.22405182,87.63569469,88.25519867,88.89836293,88.41916221,88.23749257,87.67043077,NA,NA,NA,NA,NA,NA
"896","China","CHN","i896","Access to electricity (% of population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.93087006,97.21321869,97.4872818,97.75187683,98.00583649,98.2481308,98.48129272,98.71140289,98.94470215,99.18741608,99.7,99.85722351,99.96487427,99.99700928,100,100,100,100,100,100,NA
"897","China","CHN","i897","Net ODA received per capita (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017388972,0.066752613,0.478828027,0.518901882,0.653565379,0.769155817,0.893162962,1.026575066,1.270521744,1.739349868,1.847986412,1.788783305,1.667347364,2.565096105,2.717473849,2.628123892,2.874785722,2.181347708,1.675369452,1.978267689,1.921395986,1.385203299,1.177544549,1.180506107,1.056775884,1.319329476,1.379391254,0.967582508,1.102691032,0.985569857,0.85737573,0.502270691,-0.449071135,-0.133657116,-0.483689157,-0.694195436,-0.223370435,-0.574055331,-0.71403893,-0.506523168,-0.422103204,NA
"898","China","CHN","i898","Net official flows from UN agencies, UNIDIR (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","China","CHN","i899","PPG, bonds (NFL, current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16700000,23580000,4458000,84300000,971418000,1332990000,1064288000,770677000,416614000,-47835000,23869000,-200767000,1905923000,2876338000,-227213000,1061218000,2018669000,1.325e+09,-1.254e+09,4.05e+08,5.6e+08,-1064700000,1099320000,2978378000,3.658e+09,0,1456374000,-742486000,-5e+08,0,11923633000,1.6238e+10,6.405e+09,18893747000,11542007000,2523987000,32085859000,62491624000,50584906000,95120998000
"900","China","CHN","i900","Present value of external debt (% of GNI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.666907133
